id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,0,0,40.71000700,19.94577900,0,6697,6597,0,19391,100
2,Dibër,0,0,41.59991200,20.26165100,0,2513,2465,0,17598,48
3,Durrës,4,4,41.33054100,19.46326500,0,10253,10015,0,35494,234
4,Elbasan,8,6,41.11456500,20.08415200,2,8731,8471,0,26846,252
5,Fier,6,6,40.72902000,19.56091000,0,11553,11305,0,25899,242
6,Gjirokastër,1,1,40.07869700,20.13633000,0,4883,4818,0,18763,64
7,Korçe,7,7,40.61812600,20.77752800,0,6771,6646,0,23353,118
8,Kukës,1,1,42.07545200,20.42317600,0,2873,2838,0,19496,34
9,Lezhë,2,2,41.78537300,19.64099400,0,6186,6093,0,22910,91
10,Shkodër,7,7,42.06776800,19.51425000,0,7495,7341,0,26167,147
11,Tiranë,25,24,41.33278100,19.81696400,1,55481,54459,0,564709,997
12,Vlorë,5,5,40.46778700,19.48373700,0,9121,8987,0,23691,129
