id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,0,0,40.71000700,19.94577900,0,13229,13058,0,39062,171
2,Dibër,2,2,41.59991200,20.26165100,0,4130,4071,0,36756,57
3,Durrës,13,12,41.33054100,19.46326500,1,19773,19403,0,58124,357
4,Elbasan,3,3,41.11456500,20.08415200,0,16405,16080,0,46456,322
5,Fier,48,47,40.72902000,19.56091000,1,25913,25518,0,45569,347
6,Gjirokastër,5,5,40.07869700,20.13633000,0,10892,10790,0,37310,97
7,Korçe,6,6,40.61812600,20.77752800,0,11257,11096,0,44691,155
8,Kukës,1,1,42.07545200,20.42317600,0,5003,4966,0,39196,36
9,Lezhë,2,2,41.78537300,19.64099400,0,11096,10972,0,41980,122
10,Shkodër,2,2,42.06776800,19.51425000,0,16719,16542,0,46220,175
11,Tiranë,195,192,41.33278100,19.81696400,3,121645,120014,0,1350921,1436
12,Vlorë,22,22,40.46778700,19.48373700,0,20339,20095,0,45589,222
