id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,0,0,40.71000700,19.94577900,0,6697,6597,0,19591,100
2,Dibër,0,0,41.59991200,20.26165100,0,2513,2465,0,17798,48
3,Durrës,4,3,41.33054100,19.46326500,1,10255,10017,0,35694,234
4,Elbasan,12,10,41.11456500,20.08415200,2,8735,8471,0,27046,252
5,Fier,11,11,40.72902000,19.56091000,0,11558,11305,0,26099,242
6,Gjirokastër,1,1,40.07869700,20.13633000,0,4884,4819,0,18963,64
7,Korçe,8,8,40.61812600,20.77752800,0,6775,6649,0,23553,118
8,Kukës,2,2,42.07545200,20.42317600,0,2874,2838,0,19696,34
9,Lezhë,4,4,41.78537300,19.64099400,0,6188,6093,0,23110,91
10,Shkodër,6,6,42.06776800,19.51425000,0,7496,7343,0,26367,147
11,Tiranë,31,27,41.33278100,19.81696400,4,55494,54466,0,573706,997
12,Vlorë,7,7,40.46778700,19.48373700,0,9123,8987,0,23891,129
