id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,5,4,40.71000700,19.94577900,0,6697,6593,1,18741,99
2,Dibër,2,2,41.59991200,20.26165100,0,2513,2463,0,16948,48
3,Durrës,8,8,41.33054100,19.46326500,0,10250,10008,0,34844,234
4,Elbasan,4,4,41.11456500,20.08415200,0,8724,8468,0,26196,252
5,Fier,1,0,40.72902000,19.56091000,1,11548,11305,0,25249,242
6,Gjirokastër,0,0,40.07869700,20.13633000,0,4882,4818,0,18113,64
7,Korçe,0,0,40.61812600,20.77752800,0,6764,6646,0,22703,118
8,Kukës,2,2,42.07545200,20.42317600,0,2872,2836,0,18846,34
9,Lezhë,7,7,41.78537300,19.64099400,0,6185,6087,0,22260,91
10,Shkodër,23,23,42.06776800,19.51425000,0,7488,7318,0,25517,147
11,Tiranë,25,24,41.33278100,19.81696400,1,55459,54437,0,534645,997
12,Vlorë,1,1,40.46778700,19.48373700,0,9117,8987,0,23041,129
