id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,5,5,40.71000700,19.94577900,0,15801,15620,0,45232,176
2,Dibër,0,0,41.59991200,20.26165100,0,4800,4743,0,42926,57
3,Durrës,5,5,41.33054100,19.46326500,0,24162,23791,0,64383,366
4,Elbasan,3,3,41.11456500,20.08415200,0,18427,18099,0,52629,325
5,Fier,18,18,40.72902000,19.56091000,0,33133,32761,0,51801,354
6,Gjirokastër,6,6,40.07869700,20.13633000,0,12793,12685,0,43452,102
7,Korçe,0,0,40.61812600,20.77752800,0,13272,13112,0,50851,160
8,Kukës,0,0,42.07545200,20.42317600,0,5396,5359,0,45356,37
9,Lezhë,1,1,41.78537300,19.64099400,0,12878,12752,0,48130,125
10,Shkodër,5,5,42.06776800,19.51425000,0,19202,19020,0,52420,177
11,Tiranë,150,146,41.33278100,19.81696400,4,146887,145248,0,1450897,1489
12,Vlorë,18,18,40.46778700,19.48373700,0,25177,24934,0,51759,225
