id,name,active,confinement,latitude,longitude,hospitalized,total,recovered,intensive_care,tests,deaths
1,Berat,4,4,40.71000700,19.94577900,0,13212,13037,0,38272,171
2,Dibër,0,0,41.59991200,20.26165100,0,4125,4068,0,35991,57
3,Durrës,7,7,41.33054100,19.46326500,0,19736,19372,0,57334,357
4,Elbasan,9,8,41.11456500,20.08415200,1,16377,16046,0,45651,322
5,Fier,46,45,40.72902000,19.56091000,1,25709,25316,0,44649,347
6,Gjirokastër,13,13,40.07869700,20.13633000,0,10846,10737,0,36520,96
7,Korçe,9,9,40.61812600,20.77752800,0,11210,11046,0,43851,155
8,Kukës,3,3,42.07545200,20.42317600,0,5001,4962,0,38431,36
9,Lezhë,3,3,41.78537300,19.64099400,0,11081,10956,0,41190,122
10,Shkodër,11,11,42.06776800,19.51425000,0,16692,16506,0,45430,175
11,Tiranë,235,232,41.33278100,19.81696400,3,120964,119293,0,1335700,1436
12,Vlorë,35,35,40.46778700,19.48373700,0,20224,19967,0,44789,222
